Date,Open,High,Low,Close,Volume
2020-05-12,5.097987832029318,5.167280567146087,4.919805434251668,4.929704666137695,70965200
2020-05-13,4.949502740651996,4.959401972703555,4.612936403240823,4.672330379486084,100192300
2020-05-14,4.593138237497506,4.870310588183833,4.474350289498228,4.84061336517334,108061100
2020-05-15,4.751522549794692,4.890108486490814,4.702027336392551,4.850512504577637,80544700
2020-05-18,5.068290350052433,5.276169488849469,5.068290350052433,5.25637149810791,136157700
2020-05-19,5.216775612869879,5.394957532831215,5.097987666228987,5.2464728355407715,94836300
2020-05-20,5.325664905955624,5.48404883796219,5.315765674194538,5.434553623199463,87685400
2020-05-21,5.3949577453465976,5.632534120008207,5.3850589854139335,5.5731401443481445,87098200
2020-05-22,5.622634697130541,5.672129911177268,5.444452776200746,5.59293794631958,76656500
2020-05-26,5.860211177206652,5.929503911788294,5.761221219217624,5.78101921081543,86046300
2020-05-27,5.949302483354249,6.028494451182366,5.781019315708822,5.969100475311279,110413900
2020-05-28,5.988898751197479,6.0086967440931165,5.751322364428452,5.790918350219727,76930200
2020-05-29,5.691927810863169,5.741423024113992,5.513745892798612,5.652331829071045,92936300
2020-06-01,5.6721297410106954,5.820614906674905,5.612735769149278,5.810715675354004,61879700
2020-06-02,5.899807067424293,5.9394030499958905,5.771119888055925,5.8404130935668945,80046000
2020-06-03,5.929503932890257,6.206676288267289,5.860211198062014,6.127484321594238,98876600
2020-06-04,6.137383284567573,6.513545610737045,6.058191315273236,6.5036468505859375,115798600
2020-06-05,7.166879192618729,7.42425354197752,6.949101296410106,7.265869617462158,208648200
2020-06-08,7.453950881958007,7.661829550168021,7.29556648291139,7.453950881958008,113169300
2020-06-09,7.147081662091902,7.364860044339636,6.978798967473109,7.166879653930664,115749600
2020-06-10,7.255970625248662,7.265869856867709,6.701626399158295,6.741222381591797,147327100
2020-06-11,6.008696462935017,6.394757542346112,5.978999238970458,6.068090438842773,116184700
2020-06-12,6.493747226455954,6.563040431416701,6.236373341784245,6.394757270812988,88778000
2020-06-15,6.11758501666383,6.513545317319978,6.0482922826634145,6.434353351593018,104742600
2020-06-16,6.800616434958492,6.800616434958492,6.37495938279815,6.483848571777344,109535200
2020-06-17,6.49374701566765,6.49374701566765,6.246271898582657,6.2660698890686035,67831400
2020-06-18,6.196777158378454,6.384857831984282,6.127483955666979,6.2660698890686035,61301800
2020-06-19,6.572939473997144,6.622434689960531,6.1670804023742685,6.167080402374268,126127800
2020-06-22,6.2066763905506495,6.216575622558593,6.068090446588974,6.216575622558594,71724300
2020-06-23,6.266070162976572,6.315565377365679,6.077989009127849,6.087888240814209,86672800
2020-06-24,5.998797025017768,6.058190998886695,5.8008171121213445,5.8899078369140625,75536300
2020-06-25,5.800817307665851,5.988898467268308,5.741423331794764,5.969100475311279,73612700
2020-06-26,5.978998933367295,6.008696155813947,5.751321801347424,5.850311756134033,118435400
2020-06-29,5.850311769469101,6.008696169510033,5.751321814456856,5.9493021965026855,58208400
2020-06-30,5.919605258882096,6.038393210613717,5.840413291061016,6.018595218658447,61909300
2020-07-01,6.038393206783219,6.117585174554064,5.889908031202205,5.919605255126953,62454700
2020-07-02,6.038393019594487,6.107686225256583,5.939403062949596,5.988898277282715,67270500
2020-07-06,6.077989106412904,6.137383081417692,6.0482923549211876,6.127484321594238,63921800
2020-07-07,6.077989291710313,6.137383268525824,6.028494547041406,6.058191299438477,56652000
2020-07-08,6.068090341365179,6.117585084482547,5.988898374760309,6.028494358062744,60928600
2020-07-09,6.028494341798674,6.038393101586901,5.761221219217624,5.78101921081543,82693000
2020-07-10,5.741423150644289,6.038393020629882,5.682028704625824,6.038393020629883,73710700
2020-07-13,6.087888135399044,6.157180867918337,5.988898180356243,5.9987969398498535,80190700
2020-07-14,6.117584915326076,6.325464057926503,6.018594959807144,6.295767307281494,106131800
2020-07-15,6.473949441834895,6.71152581497762,6.454151450074781,6.671929359436035,101648700
2020-07-16,6.592737680343683,6.830314063862926,6.563040927417139,6.790718078613281,93498500
2020-07-17,6.830313676535331,6.840212436275723,6.662030512756512,6.731323719024658,80769000
2020-07-20,6.73132360812912,6.780818350058378,6.513545233172091,6.592737197875977,71361700
2020-07-21,6.642232700750972,6.741222660936703,6.572939492610278,6.61253547668457,63285100
2020-07-22,6.5729394099030465,6.810515783380744,6.543242658231683,6.7709197998046875,75629600
2020-07-23,6.80061665166715,6.988697812435031,6.731323915398864,6.909505844116211,88652600
2020-07-24,6.8303138726553145,6.939203065054285,6.790717888514119,6.810515880584717,62292000
2020-07-27,6.850111387759351,6.869909378451434,6.701626221558063,6.860010147094727,60370200
2020-07-28,6.830314066834518,6.978799247595973,6.830314066834518,6.939203262329102,56312500
2020-07-29,6.978798661854694,6.988697421329905,6.761020289144,6.850111484527588,59437200
2020-07-30,6.671929359436035,6.761020558367226,6.602636624286315,6.671929359436035,58991000
2020-07-31,6.820414330932348,6.830313562528859,6.454151258245572,6.543242454528809,115301700
2020-08-03,6.582838632568386,6.65213136771855,6.464050682006941,6.622434616088867,53845900
2020-08-04,6.840212824164649,6.840212824164649,6.662030890541249,6.790718078613281,69377600
2020-08-05,6.790717609028755,6.959000770713493,6.790717609028755,6.889707565307617,81728400
2020-08-06,6.860010147094727,6.929303350527682,6.82041416571056,6.860010147094727,48668500
2020-08-07,6.800616838915004,6.850112056487748,6.721424868415715,6.790718078613281,47480100
2020-08-10,6.840212548585845,7.057990930706401,6.840212548585845,7.018394947052002,57229000
2020-08-11,7.137182523737384,7.3054656814543995,7.117384532948402,7.156980514526367,74016400
2020-08-12,7.255970653248061,7.295566635834356,6.988697534779897,7.0381927490234375,59161400
2020-08-13,6.959001064300536,7.107485768972445,6.929303840153336,6.959001064300537,50066800
2020-08-14,6.899606047411724,7.0381924526493105,6.8600100664927925,6.968899250030518,43517700
2020-08-17,6.9787990524058605,6.988697812435031,6.80061665166715,6.909505844116211,64555200
2020-08-18,6.909505259141384,6.939202480757388,6.820414066314697,6.820414066314697,40444200
2020-08-19,6.8204147335207175,6.949101919743331,6.790717981020958,6.80061674118042,44158100
2020-08-20,6.701626592535909,6.8204145432640795,6.662030608959853,6.7709197998046875,41824500
2020-08-21,6.711525616953149,6.780818350058378,6.582838438298663,6.592737197875977,39158900
2020-08-24,6.6620307071092135,6.929303836195916,6.622434722949803,6.909505844116211,64974700
2020-08-25,6.93920297065127,7.0282936977462604,6.790717796131142,6.869909763336182,49550000
2020-08-26,6.869909951901301,6.899606704407627,6.70162678096088,6.751121997833252,48600100
2020-08-27,6.761020380170061,6.909505550468038,6.761020380170061,6.840212345123291,45740900
2020-08-28,6.860010531424873,6.879808523226132,6.790717796131142,6.869909763336182,39936900
2020-08-31,6.830313967211951,6.860010719718278,6.721424773305555,6.751121997833252,50089500
2020-09-01,6.7016266842237115,6.800616644518176,6.652131468065797,6.761020660400391,48189900
2020-09-02,6.741222485254959,6.899606417424515,6.70162650221257,6.87980842590332,59008900
2020-09-03,6.850111959556625,7.018395130497046,6.6917280207992285,6.751121997833252,78130900
2020-09-04,6.79071769951698,6.879808425344443,6.681828510148581,6.830313682556152,70017500
2020-09-08,6.761020671369051,7.097587008937621,6.741222679278039,6.959001064300537,84749300
2020-09-09,6.998597138461023,7.028293890968659,6.860010720020818,6.899606704711914,56501400
2020-09-10,6.919404310076519,6.96889952418296,6.800616362646676,6.840212345123291,69228600
2020-09-11,6.8699096714780294,6.929303646087647,6.7808184735529275,6.9293036460876465,55080600
2020-09-14,6.939203166458906,7.10748586550747,6.909505941908353,7.048091888427734,58704300
2020-09-15,7.087687192787312,7.107485183246777,6.9293032691115855,6.968899250030518,65198500
2020-09-16,6.978799149439392,7.048091886671127,6.919404700353089,6.94910192489624,46245800
2020-09-17,6.968899834101408,7.265870187904121,6.909505857745138,7.206476211547852,84850100
2020-09-18,7.236172477682295,7.3252636722433815,7.147081283121209,7.156980514526367,71929400
2020-09-21,7.018395128945055,7.018395128945055,6.741222764159531,6.80061674118042,72850300
2020-09-22,6.82041415280583,6.919404106078948,6.701626208878087,6.7115254402160645,55865500
2020-09-23,6.741222561755065,6.86001051223025,6.563040636042287,6.572939395904541,52588600
2020-09-24,6.533343224348062,6.691727625777178,6.345262072165662,6.592737197875977,59822900
2020-09-25,6.543242446737856,6.642232402478396,6.43435325941259,6.4442524909973145,53761800
2020-09-28,6.523444657287663,6.701626583129831,6.513545425396864,6.622434616088867,47582600
2020-09-29,6.622434512664918,6.6323332723797686,6.473949340771358,6.533343315124512,38987300
2020-09-30,6.54324245594672,6.68182839417852,6.523444464770748,6.592737197875977,55944600
2020-10-01,6.642232515868171,6.701626490326412,6.5630405499238496,6.681828498840332,58340600
2020-10-02,6.553140959855959,6.860010047121819,6.533342969452399,6.820414066314697,60798400
2020-10-05,6.879808715643135,6.978799149439392,6.879808715643135,6.94910192489624,42359400
2020-10-06,6.988697812435031,7.176778973202913,6.889707852036506,6.909505844116211,78203800
2020-10-07,7.038192569792474,7.176778505315348,6.988697356809352,7.156980514526367,50664100
2020-10-08,7.216374782070072,7.275768756866454,7.1272835838648225,7.275768756866455,54513300
2020-10-09,7.285667983054987,7.36485994938906,7.156980801751442,7.176778793334961,50977900
2020-10-12,7.285667827275679,7.790516837871585,7.2559706045247,7.592536926269531,97692900
2020-10-13,7.74102268204833,7.800416660025617,7.552941515776236,7.681628704071045,74562600
2020-10-14,7.651930891856287,7.671728882996068,7.473748971598255,7.493546962738037,57752100
2020-10-15,7.34506225896956,7.543042182922363,7.295567041970673,7.543042182922363,49336200
2020-10-16,7.632132908589942,7.671728890910353,7.533142952788916,7.592536926269531,47509400
2020-10-19,7.602435969076057,7.642031952871659,7.49354724964883,7.513345241546631,38960700
2020-10-20,7.543041996981806,7.770719139925836,7.50344601316731,7.661829948425293,63447000
2020-10-21,7.691527084634663,7.800416274894169,7.651931101271452,7.770719051361084,51981100
2020-10-22,7.849911409014292,8.13698301072581,7.810315423679195,8.127083778381348,74008500
2020-10-23,8.216174493830055,8.26566970857246,8.008295347146117,8.077588081359863,62249000
2020-10-26,7.958800408553135,7.988497160811897,7.8598104476549855,7.948901176452637,62131000
2020-10-27,7.929103752251191,8.00829572192808,7.820214557934782,7.840012550354004,64154500
2020-10-28,7.602435875989874,7.800416264565124,7.552941132862078,7.622233867645264,82938300
2020-10-29,8.087487395427607,8.156780130346583,7.770719056299265,7.82021427154541,118999900
2020-10-30,7.770719238813295,7.830113215290865,7.5331433329030135,7.651931285858154,79345600
2020-11-02,7.750920955543236,7.780618178677329,7.6024357839154675,7.6321330070495605,59962900
2020-11-03,7.6816285165196785,7.849911214002581,7.651931292245421,7.800416469573975,65108800
2020-11-04,7.78061787721175,7.790516636525347,7.552940748743043,7.562839508056641,67326800
2020-11-05,7.6816284243931054,7.9093050956726065,7.632133208536734,7.909305095672607,61442600
2020-11-06,7.929103061431431,7.939002292789262,7.6717287103838,7.711324691772461,50912100
2020-11-09,8.028092491735176,8.29536607243785,7.998395741893542,8.117183685302734,110511300
2020-11-10,8.146881582696903,8.503246407163934,8.09738730733674,8.295367240905762,87468400
2020-11-11,8.51314416216771,8.51314416216771,8.206274610369105,8.245870590209961,75644400
2020-11-12,8.176578996060908,8.20627574905154,8.01819505472052,8.127083778381348,81064900
2020-11-13,8.14688102624734,8.483447362347865,8.14688102624734,8.453750610351562,79475100
2020-11-16,8.65172997593708,8.760619633016352,8.52304280014327,8.711124420166016,84853900
2020-11-17,8.57253847766759,8.760620107885291,8.542841725964744,8.661629676818848,46754500
2020-11-18,8.730921745300293,8.958599341746755,8.691325764706471,8.730921745300293,77759300
2020-11-19,8.790316188212348,8.790316188212348,8.651729784112648,8.730921745300293,56672700
2020-11-20,8.721024217519089,8.730922505497402,8.592337033373777,8.65173053741455,57024300
2020-11-23,8.730922319718589,8.889306252514157,8.691326336519698,8.77051830291748,71537100
2020-11-24,9.057589548069984,9.404055114101332,9.047691260159187,9.354559898376465,99520500
2020-11-25,9.107084456089567,9.156579670142117,8.909104543922059,8.988296508789062,95217800
2020-11-27,9.027892398703477,9.047690861738674,8.938801203130446,8.99819564819336,27853900
2020-11-30,9.136781206904022,9.136781206904022,8.889306080683964,8.988296508789062,77970100
2020-12-01,9.067488863636239,9.30506476845506,9.067488863636239,9.14668083190918,68863000
2020-12-02,9.067488292648914,9.14668025593507,8.988296329362758,9.107084274291992,48345000
2020-12-03,9.166478626261252,9.225872126105081,9.057588969809801,9.116983413696289,50302100
2020-12-04,9.166478358430508,9.344659796798458,9.146679896365942,9.245670318603516,48775500
2020-12-07,9.215974708995263,9.235772229464928,9.057589825024207,9.126883506774902,58305200
2020-12-08,9.097185523688324,9.235771938785204,9.077388003841751,9.156579971313477,56296700
2020-12-09,9.215974427198102,9.394155882147814,9.196175963291067,9.354559898376465,60780300
2020-12-10,9.215973729437838,9.225872016599217,9.00809459436653,9.027892112731934,83372800
2020-12-11,9.097185807813112,9.097185807813112,8.919004347458095,8.928903579711914,73438200
2020-12-14,9.037791414233912,9.087286626596379,8.79031629646423,8.820013046264648,76826000
2020-12-15,8.938801579855367,9.057589530944822,8.849710380527595,9.057589530944824,69606100
2020-12-16,9.077387121819973,9.08728635280274,8.879407222377756,8.948699951171875,55274500
2020-12-17,8.998195740408109,9.037791722841611,8.909104543922059,8.988296508789062,49301600
2020-12-18,8.998196018706674,8.998196018706674,8.8200136202237,8.859609603881836,78764600
2020-12-21,8.780416882664385,8.919003285589962,8.701224922147665,8.839811325073242,63908100
2020-12-22,8.889305958729866,8.899205190213104,8.661629298871443,8.701225280761719,59031200
2020-12-23,8.730922048447328,8.938801189793343,8.711124529484348,8.899205207824707,54086700
2020-12-24,8.919003947945354,8.928903179755753,8.711124800140496,8.77051830291748,27927000
2020-12-28,8.829912471583377,8.889305972489387,8.770518026634688,8.800215721130371,38068400
2020-12-29,8.839811399965287,8.839811399965287,8.691325764706471,8.730921745300293,37537900
2020-12-30,8.740821551528988,8.829912749737172,8.721024031950895,8.77051830291748,38461900
2020-12-31,8.750720494135233,8.770518013059036,8.691326049278482,8.701225280761719,40176500
2021-01-04,8.721023425792616,8.750720175117024,8.344861139527106,8.433952331542969,85043100
2021-01-05,8.384457782383969,8.631932915738513,8.374558550479534,8.562639236450195,70127800
2021-01-06,8.701225761674111,8.849710465958657,8.592337041468294,8.750720977783203,72590200
2021-01-07,8.849710289741228,8.988296703278571,8.790316786827157,8.968499183654785,77117100
2021-01-08,9.008095737419351,9.047691723217211,8.800216575969898,8.90910530090332,59162200
2021-01-11,8.780418112886828,9.22587318921665,8.730922894618455,9.206075668334961,95968300
2021-01-12,9.206074938349571,9.720822713013106,9.196175706672292,9.68122673034668,124808500
2021-01-13,9.809913910023237,9.819813141700516,9.542641263035536,9.68122673034668,89549300
2021-01-14,9.71092455016551,10.096985150113431,9.691126086556539,10.067288398742676,112695300
2021-01-15,9.938600608641272,9.9484998398394,9.72082224249572,9.730721473693848,99985000
2021-01-19,9.958399196274675,10.106883889943337,9.869308002456416,9.918803215026855,78732800
2021-01-20,10.126682029942971,10.760218712826054,10.08708604626545,10.750319480895996,125033200
2021-01-21,11.166078096929633,12.027291474273722,11.00769415774581,11.413553237915039,282394100
2021-01-22,11.542239562930362,11.571936313299899,11.225471708208177,11.403654098510742,130866600
2021-01-25,11.373956667012623,11.403654362111308,10.770117693979781,11.175976753234863,118954500
2021-01-26,11.195775205052684,11.413552637961596,11.007693579126348,11.076986312866211,66267500
2021-01-27,10.908704066806052,11.057188765600031,10.59193526184677,10.681026458740234,82863000
2021-01-28,10.730522345547467,10.93840150331334,10.601835157974044,10.611734390258789,77388700
2021-01-29,10.483047097998364,10.730522238389097,10.344460679524165,10.423652648925781,73925800
2021-02-01,10.542440613013646,11.324462019627363,10.2553694876502,10.720623016357422,157114400
2021-02-02,11.027492310681373,11.086885814176298,10.601834778115963,10.750319480895996,80440700
2021-02-03,10.809713575575485,11.245269381810521,10.730521610805477,11.086885452270508,82968600
2021-02-04,11.284865666368185,11.502644047338457,11.057188997568634,11.255168914794922,106845000
2021-02-05,11.680827043481349,11.779816535146141,11.185876753029111,11.393755912780762,113402100
2021-02-08,11.40365467229535,11.463048176022857,11.19577552116363,11.44325065612793,75756700
2021-02-09,11.423451562908246,11.91840180557159,11.373956349833378,11.809513092041016,102250800
2021-02-10,11.878806486347617,11.898604950298703,11.413552967967039,11.641230583190918,76282500
2021-02-11,11.54224022902362,11.62143219727427,11.195775603937708,11.33436107635498,55762900
2021-02-12,11.30466432427167,11.502644244898294,11.255169108104331,11.33436107635498,44401200
2021-02-16,11.383856392845063,11.58183631521643,11.265068439422244,11.423452377319336,48392100
2021-02-17,11.492744722055372,11.492744722055372,11.255168823314804,11.364057540893555,49554000
2021-02-18,11.25516930198821,11.364058024197913,11.185876564585923,11.314563751220703,37777100
2021-02-19,11.403654478543814,11.472947213062842,11.344260031782714,11.463047981262207,48615600
2021-02-22,11.403655236400104,11.819412615187096,11.383856771483082,11.581836700439453,62183000
2021-02-23,11.472947786037103,11.532341291721687,11.017593484936693,11.502644538879395,72904500
2021-02-24,11.55213931849724,12.27476625587695,11.522442566780423,12.146080017089844,95152800
2021-02-25,12.09658486959595,12.274766324942116,11.601634599331467,11.641230583190918,75249400
2021-02-26,11.769918340980078,11.85900860097837,11.423452757274356,11.581836700439453,69614500
2021-03-01,11.750119117502477,11.95799826549716,11.661027919212941,11.859007835388184,43172800
2021-03-02,11.91840259805728,12.670727243499831,11.819412165325412,12.42325210571289,104789000
2021-03-03,12.482644408235931,12.482644408235931,12.017391873703737,12.047088623046875,80169700
2021-03-04,12.116381713828392,12.334160084932211,11.512542757634476,11.809513092041016,88339600
2021-03-05,11.938200866986705,12.165877536886816,11.55213931849724,12.146080017089844,79345700
2021-03-08,12.264868166622286,12.749919210037161,12.175776965986342,12.522241592407227,86129700
2021-03-09,12.631131061281875,12.631131061281875,12.25496874445518,12.443049430847168,61568700
2021-03-10,12.591534721154218,12.848908135660846,12.49254429277596,12.77961540222168,62111200
2021-03-11,12.809312150735376,12.928101042384265,12.6212314697029,12.680625915527344,56536500
2021-03-12,12.650927712143044,13.294363582536455,12.641029424939031,13.234969139099121,87160100
2021-03-15,13.254768257066036,13.482444922742452,12.918201930376812,13.066686630249023,64476000
2021-03-16,12.9281012076844,13.01719146149615,12.304463766745942,12.36385726928711,125425300
2021-03-17,12.21537258041913,12.571736428130533,12.096584631181996,12.561837196350098,109324400
2021-03-18,12.571736416266594,12.878605992871627,12.314362054474335,12.36385726928711,76733300
2021-03-19,12.720221703648066,12.819211186452275,12.423251367150092,12.700423240661621,90885200
2021-03-22,12.720222473144531,12.799414441795603,12.383656134356112,12.720222473144531,81362100
2021-03-23,12.44304902192621,12.551938681454992,11.997593984337854,12.086685180664062,73020200
2021-03-24,12.235170555199359,12.403453725557672,11.997594647885057,12.017393112182617,54534400
2021-03-25,11.819411505055056,12.225271501348887,11.601634075679065,12.195573806762695,54201800
2021-03-26,12.30446366142302,12.363857163455794,11.938200585411936,12.175776481628418,49239800
2021-03-29,12.076785556593542,12.235169480896253,11.948098382086926,12.027290344238281,44747900
2021-03-30,12.037190453010934,12.353958324708257,11.987695237047546,12.334160804748535,49762300
2021-03-31,12.334160891556353,12.413352860038037,12.086685754040408,12.12628173828125,60456900
2021-04-01,12.15597733333348,12.165876564462073,11.898603932288541,12.047088623046875,61907500
2021-04-05,12.26486770515732,12.650928301330588,12.205473258953827,12.571736335754395,82332700
2021-04-06,12.571736167190112,12.858807274565383,12.512342665825676,12.789514541625977,67499400
2021-04-07,12.740020173083876,12.79941462243177,12.532141016430364,12.601433753967285,42264000
2021-04-08,12.542039477899717,12.631130674425147,12.304463583193694,12.383655548095703,52622000
2021-04-09,12.363857084848856,12.492544263825291,12.264867600742692,12.383655548095703,40555400
2021-04-12,12.373756593198053,12.423251808379387,12.195574196162333,12.254968643188477,40422800
2021-04-13,12.264867666949327,12.324261168925098,11.977796556619246,12.076786041259766,51556000
2021-04-14,12.07678661433328,12.363857738285597,12.07678661433328,12.116382598876953,49877500
2021-04-15,12.175777047713833,12.1955745679643,12.007493877392536,12.116382598876953,38209300
2021-04-16,12.19557370069672,12.235169682424592,12.066886524070467,12.10648250579834,33132900
2021-04-19,12.096585362048154,12.126282115141018,11.89860543469114,11.987695693969727,39063500
2021-04-20,11.938201014319597,11.938201014319597,11.235371588063032,11.33436107635498,83170800
2021-04-21,11.2452700695075,11.62143239719033,11.06708860989976,11.611533164978027,49641100
2021-04-22,11.938201129005174,12.027291386110964,11.7105235100653,11.819412231445312,73064400
2021-04-23,11.849110130342293,12.116382794312475,11.75011969536504,12.096585273742676,51833300
2021-04-26,12.155978304966972,12.314362239513608,12.10648308941047,12.146080017089844,40863800
2021-04-27,12.165877354078718,12.373756501058203,12.14607983457923,12.36385726928711,42037800
2021-04-28,12.472747511990804,12.472747511990804,12.264868355322866,12.304464340209961,68023400
2021-04-29,11.789715261024309,11.789715261024309,11.027492337376163,11.146280288696289,230430600
2021-04-30,11.245269975163739,11.423452377319338,11.215573222818717,11.423452377319336,90786500
2021-05-03,11.443249992928935,11.56203793754226,11.3145628169205,11.512542724609375,61987300
2021-05-04,11.413552465082308,11.433350928161067,11.116582127199681,11.294764518737793,71007700
2021-05-05,11.383855730839421,11.522442140461528,11.284865303388964,11.492744445800781,64495500
2021-05-06,11.433350675824183,11.64122981334981,11.364057000620535,11.621431350708008,50032800
2021-05-07,11.532340353120162,11.710522743757398,11.403654119929575,11.700623512268066,41525800
2021-05-10,11.661027619036368,11.809513260377534,11.58183565460482,11.591734886169434,51703500
2021-05-11,11.33436079998208,11.641230377502799,11.304664048622882,11.463047981262207,56882600
2021-05-12,11.423451495633813,11.562037902618755,11.166077144394352,11.215572357177734,55663100
2021-05-13,11.24526988396413,11.562038701232046,11.23537159595789,11.433351516723633,56598500
2021-05-14,11.532341110275913,11.75011949712603,11.50264435790086,11.720422744750977,48619200
2021-05-17,11.700623264353277,12.05698803807703,11.670926514557182,12.027290344238281,52201700
2021-05-18,12.165877818243372,12.403453725557672,12.007493880033836,12.017393112182617,72472900
2021-05-19,11.90850372302692,12.086686129669614,11.730322260426986,11.987695693969727,70220800
2021-05-20,12.393554964600394,12.5618371844955,12.175776585849812,12.36385726928711,106243900
2021-05-21,12.571737018040334,13.333960908131532,12.44304983098431,13.195374488830566,200958600
2021-05-24,13.244869412078218,13.244869412078218,12.789515123386401,12.928101539611816,111374300
2021-05-25,12.997393775810542,13.294364116847383,12.670726683882823,12.680625915527344,113383400
2021-05-26,13.027090693501094,13.809112066620303,12.967697190958862,13.75961685180664,227538700
2021-05-27,14.23476984676456,14.898003282610038,13.977395480367836,14.729720115661621,278939100
2021-05-28,14.858406783780302,14.89800276615773,14.264466104076217,14.383254051208496,152105300
2021-06-01,14.571336843678093,14.690124800333283,14.313962465570468,14.660428047180176,89071000
2021-06-02,14.749517348444671,14.868306241425563,14.531739914079335,14.759416580200195,77517200
2021-06-03,14.996992730162427,15.89780206611753,14.838608795582546,15.828509330749512,179671400
2021-06-04,16.16507586280819,16.28386475924857,15.64042883704121,15.808712005615234,151788000
2021-06-07,15.848306926786863,16.036388546833713,15.491942149452901,15.719619750976562,90915300
2021-06-08,15.60083322172446,15.64042920679309,15.175175674204619,15.472146034240723,93891100
2021-06-09,15.442448792336792,15.46224631222268,15.234569641300011,15.323659896850586,60079100
2021-06-10,15.432550231414892,15.620630926701242,14.927700707796026,14.9573974609375,78147500
2021-06-11,15.145477478783135,15.274164654009216,15.016790303557055,15.125679016113281,50613500
2021-06-14,15.076183855485722,15.14547753102658,14.6703248097803,14.719820022583008,82666000
2021-06-15,14.75941668283073,15.006891814183472,14.610931981636167,14.84850788116455,62612700
2021-06-16,14.947498125498104,15.135578807609212,14.729719748283115,14.868306159973145,69112900
2021-06-17,15.145478513606376,15.244468001591184,14.43274985751922,14.620831489562988,126653100
2021-06-18,14.393153384786148,14.620830993101414,14.29416295611991,14.373355865478516,76319700
2021-06-21,14.482244972331996,14.749517626470293,14.403053004880448,14.630729675292969,63385000
2021-06-22,14.868306241425563,14.957396495097182,14.670325382485876,14.759416580200195,65545900
2021-06-23,14.987094134280545,15.373154730874317,14.878204473462652,15.264266014099121,94985700
2021-06-24,15.383053563608685,15.392952795070412,14.99699203298534,15.105881690979004,79859800
2021-06-25,15.086083884242063,15.363256712970365,15.02669038097365,15.036588668823242,111760500
2021-06-28,15.046488182835274,15.056387414913189,14.680225092336967,14.80891227722168,79477400
2021-06-29,14.89800300357729,15.046487703848271,14.729719839780739,14.858407020568848,68208200
2021-06-30,14.799013037422325,14.957396974415417,14.660427564574734,14.709921836853027,72213500
2021-07-01,14.759416580200195,14.818811026690641,14.690123845996926,14.759416580200195,51112200
2021-07-02,14.80891160986153,14.888103574830627,14.680224430776075,14.779214859008789,43652000
2021-07-06,14.719820666975684,14.72971989877812,14.244668868971246,14.353557586669922,73990600
2021-07-07,14.264466076147754,14.313961290033303,13.878405484734387,14.086283683776855,72992500
2021-07-08,13.81901169612465,14.086284353342629,13.60123331110215,13.918002128601074,62706800
2021-07-09,14.304062556113864,14.432749739076492,14.12588110158637,14.333759307861328,65981200
2021-07-12,14.214971083531323,14.59113339325704,14.096183134782574,14.462446212768555,49205200
2021-07-13,14.353557390360852,14.482244569904383,14.15557747723338,14.274365425109863,45360600
2021-07-14,14.284264352627554,14.482244261539517,14.056586749346792,14.10608196258545,39056200
2021-07-15,14.00709189939093,14.155577542957976,13.799212753631224,13.86850643157959,44952300
2021-07-16,13.977396100704818,13.997194565479889,13.442849824333768,13.472546577453613,48065200
2021-07-19,13.116182040200965,13.185474775300811,12.660827758024732,13.145878791809082,99949200
2021-07-20,13.234970668354848,13.819012162794927,13.145879464925986,13.769516944885254,70731800
2021-07-21,13.908102610072778,14.19517372549019,13.8883041463682,14.046688079833984,53817500
2021-07-22,13.937800119352488,13.997194569652649,13.640829755937204,13.769516944885254,40440100
2021-07-23,13.8289103325659,13.898203065889303,13.591333493663527,13.680424690246582,37927900
2021-07-26,13.759616578372727,13.937798970543952,13.72991982769175,13.888303756713867,43838000
2021-07-27,13.789314639304193,13.819011390773838,13.512141812111825,13.650728225708008,41963200
2021-07-28,13.720020294189453,13.848707469698658,13.432949193143585,13.720020294189453,70653500
2021-07-29,14.36345691083626,14.640628794787863,14.155577761861881,14.244668960571289,111154800
2021-07-30,14.086283466987412,14.155577142977815,13.729919631772777,13.809111595153809,74955700
2021-08-02,13.878406613095088,14.185275264858097,13.739820191756554,13.769516944885254,64673700
2021-08-03,13.828911307063926,13.937800030537131,13.502244192601552,13.878406524658203,53257700
2021-08-04,13.710122341968557,13.789314306672443,13.165676876597326,13.185474395751953,81502700
2021-08-05,13.403252901499394,13.68042478066767,13.314161704327491,13.57153606414795,60524400
2021-08-06,13.680424884610542,13.769516082459354,13.591333686761727,13.660627365112305,44450600
2021-08-09,13.581434917874207,13.680424399943812,13.413151759908942,13.61113166809082,38760400
2021-08-10,13.630930420182828,13.769515886829636,13.522040760340122,13.680424690246582,32120800
2021-08-11,13.720020593055803,13.809111789121536,13.531939913394675,13.789314270019531,42795600
2021-08-12,13.779415315349187,13.908102496247626,13.650728134450747,13.75961685180664,38547900
2021-08-13,13.739819413407481,13.809112148129994,13.403253083539207,13.45274829864502,45118500
2021-08-16,13.363657377836338,13.423051826005523,13.185474977371515,13.324061393737793,38664300
2021-08-17,13.18547466076149,13.195373892559108,12.680626111638139,12.858807563781738,74625300
2021-08-18,12.819211488596011,13.07658584922998,12.769716274005987,12.868706703186035,50966700
2021-08-19,12.67072705422786,12.789515005306042,12.443049439962644,12.54203987121582,69038800
2021-08-20,12.48264541451089,12.542039862027826,12.25496874445518,12.443049430847168,53615600
2021-08-23,12.581636233546485,12.720222652663075,12.344060324240399,12.601433753967285,64573600
